-------------------------------------------------------------------------------------------- benchmark: 163 tests --------------------------------------------------------------------------------------------
Name (time in ms)                  Min                    Max                   Mean              StdDev                 Median                 IQR            Outliers      OPS            Rounds  Iterations
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
test_T[21]                      7.6829 (1.59)         41.9154 (2.42)         14.8753 (1.29)       4.7502 (2.22)         14.0046 (1.33)       4.6968 (4.08)          7;2  67.2255 (0.78)         62           1
test_T[22]                     11.5908 (2.39)         32.7142 (1.89)         16.8233 (1.46)       3.9136 (1.83)         15.9179 (1.51)       2.9651 (2.57)         11;5  59.4414 (0.69)         59           1
test_T[23]                     13.5334 (2.80)         28.0188 (1.62)         19.5603 (1.70)       4.2128 (1.97)         18.0682 (1.71)       3.2951 (2.86)         11;5  51.1239 (0.59)         35           1
test_T[24]                     19.0463 (3.93)         40.7867 (2.36)         25.3492 (2.20)       4.2533 (1.99)         24.7510 (2.34)       4.2383 (3.68)          9;2  39.4490 (0.45)         41           1
test_T[25]                     32.7276 (6.76)         62.3759 (3.60)         39.0068 (3.38)       5.5432 (2.59)         37.9505 (3.60)       2.6701 (2.32)          4;2  25.6366 (0.30)         25           1
test_T[4]                       5.4223 (1.12)         30.3173 (1.75)         14.9620 (1.30)       4.5270 (2.11)         14.1856 (1.34)       4.5052 (3.91)          5;3  66.8359 (0.77)         49           1
test_T[5]                       9.6660 (2.00)         41.8180 (2.42)         15.1234 (1.31)       4.2062 (1.96)         14.1932 (1.34)       2.7380 (2.38)          9;4  66.1228 (0.76)         72           1
test_T[6]                       4.9580 (1.02)         23.6886 (1.37)         12.0486 (1.05)       4.3842 (2.05)         12.4809 (1.18)       4.8581 (4.22)         20;3  82.9972 (0.96)         65           1
test_T[7]                       5.0113 (1.04)         28.6242 (1.65)         13.7038 (1.19)       3.5831 (1.67)         13.5193 (1.28)       4.2081 (3.65)         20;3  72.9724 (0.84)         90           1
test_T[8]                       5.1203 (1.06)         20.4373 (1.18)         13.3889 (1.16)       2.7525 (1.29)         13.5266 (1.28)       4.0166 (3.49)         18;2  74.6889 (0.86)         89           1
test_T[9]                       4.9316 (1.02)         23.6043 (1.36)         13.6274 (1.18)       3.8993 (1.82)         13.4842 (1.28)       4.2397 (3.68)         26;7  73.3815 (0.85)         89           1
test_TimeEvolution[10]      9,534.0383 (>1000.0)   9,857.8355 (569.37)    9,708.1367 (842.10)   115.6003 (53.98)     9,708.5873 (919.83)   103.3672 (89.75)         2;0   0.1030 (0.00)          5           1
test_TimeEvolution[11]      9,834.6112 (>1000.0)  11,017.8724 (636.38)   10,532.0756 (913.57)   499.4780 (233.25)   10,507.5057 (995.52)   822.9007 (714.53)        1;0   0.0949 (0.00)          5           1
test_TimeEvolution[12]     11,888.0538 (>1000.0)  12,830.9932 (741.10)   12,534.5731 (>1000.0)  381.5114 (178.16)   12,639.9310 (>1000.0)  435.0212 (377.73)        1;0   0.0798 (0.00)          5           1
test_TimeEvolution[4]         951.1035 (196.44)    1,277.2589 (73.77)     1,159.5382 (100.58)   127.7860 (59.68)     1,208.6292 (114.51)   154.5450 (134.19)        1;0   0.8624 (0.01)          5           1
test_TimeEvolution[5]       2,385.8698 (492.78)    2,650.5044 (153.09)    2,564.0364 (222.41)   105.8208 (49.42)     2,588.8657 (245.28)   121.4749 (105.48)        1;0   0.3900 (0.00)          5           1
test_TimeEvolution[6]       3,105.3584 (641.38)    3,452.0445 (199.39)    3,269.6459 (283.61)   139.2492 (65.03)     3,293.7643 (312.06)   220.1141 (191.13)        2;0   0.3058 (0.00)          5           1
test_TimeEvolution[7]       4,329.2459 (894.16)    4,538.0728 (262.11)    4,454.0871 (386.35)    82.5870 (38.57)     4,487.5281 (425.16)   114.9362 (99.80)         2;0   0.2245 (0.00)          5           1
test_TimeEvolution[8]       5,223.3627 (>1000.0)   5,460.8218 (315.41)    5,379.0256 (466.59)    90.6983 (42.36)     5,405.1128 (512.10)    72.8305 (63.24)         1;1   0.1859 (0.00)          5           1
test_TimeEvolution[9]       8,091.4130 (>1000.0)   8,360.2466 (482.88)    8,164.4028 (708.19)   111.1048 (51.89)     8,121.8327 (769.49)    94.4544 (82.02)         1;1   0.1225 (0.00)          5           1
test_Toffoli[10]                5.2157 (1.08)         24.9048 (1.44)         12.0927 (1.05)       4.5129 (2.11)         11.4827 (1.09)       4.8241 (4.19)         16;2  82.6945 (0.95)         44           1
test_Toffoli[11]                9.8481 (2.03)         34.2202 (1.98)         15.4761 (1.34)       4.8458 (2.26)         13.9836 (1.32)       2.9378 (2.55)          5;4  64.6157 (0.74)         48           1
test_Toffoli[12]                8.8382 (1.83)         29.6976 (1.72)         14.9077 (1.29)       3.7618 (1.76)         13.7970 (1.31)       3.4728 (3.02)         12;4  67.0795 (0.77)         64           1
test_Toffoli[13]                5.1012 (1.05)         37.9786 (2.19)         14.5085 (1.26)       5.6485 (2.64)         13.6380 (1.29)       4.5922 (3.99)         10;4  68.9253 (0.79)         65           1
test_Toffoli[14]                5.4240 (1.12)         23.8607 (1.38)         13.8255 (1.20)       4.6109 (2.15)         13.6994 (1.30)       5.1466 (4.47)          7;1  72.3299 (0.83)         30           1
test_Toffoli[15]                8.1167 (1.68)         27.0112 (1.56)         15.1725 (1.32)       3.7816 (1.77)         15.6266 (1.48)       4.7512 (4.13)         17;2  65.9088 (0.76)         65           1
test_Toffoli[16]                6.5699 (1.36)         58.3448 (3.37)         14.9528 (1.30)       6.4993 (3.04)         13.6558 (1.29)       2.3358 (2.03)          5;8  66.8770 (0.77)         74           1
test_Toffoli[17]                5.1683 (1.07)         49.1447 (2.84)         15.3336 (1.33)       5.6743 (2.65)         13.8453 (1.31)       2.5393 (2.20)          5;6  65.2163 (0.75)         52           1
test_Toffoli[18]               11.1065 (2.29)         25.7558 (1.49)         16.0554 (1.39)       3.2951 (1.54)         15.7406 (1.49)       4.3276 (3.76)         11;1  62.2844 (0.72)         40           1
test_Toffoli[19]                9.6495 (1.99)         27.2003 (1.57)         15.8145 (1.37)       3.7995 (1.77)         15.6997 (1.49)       4.5943 (3.99)         20;1  63.2330 (0.73)         57           1
test_Toffoli[20]                5.5429 (1.14)         34.9142 (2.02)         14.8968 (1.29)       4.5546 (2.13)         13.9199 (1.32)       5.3203 (4.62)         15;1  67.1283 (0.77)         70           1
test_Toffoli[21]                9.9141 (2.05)         23.7865 (1.37)         14.6882 (1.27)       3.0627 (1.43)         14.2926 (1.35)       4.4503 (3.86)         11;1  68.0820 (0.78)         61           1
